Produto,Estoque,Vendidos,Data_de_vendas,Vendedor,cidade,latitude,longitude,Preco_kg,Faturamento,Não_vendidos
Cana-de-açúcar,574,335,2027-08-03,Desconhecido,Brasília,-15.794229,-47.882166,1.28,428.8,734.72
Trigo,640,69,2027-08-04,Carlos,Curitiba,-25.428954,-49.267137,1.42,97.98,908.8
Arroz,221,297,2027-08-05,Ricardo,Recife,-8.04756,-34.877,1.56,463.32,344.76
Algodão,534,534,2027-08-05,Fernanda,Porto Alegre,-30.034647,-51.217658,17.68,9441.12,9441.12
Milho,61,138,2027-08-07,Pedro,Salvador,-12.971399,-38.501305,1.09,150.42000000000002,66.49000000000001
Café,861,464,2027-08-08,Patrícia,Fortaleza,-3.71722,-38.5434,38.57,17896.48,33208.77
Algodão,235,348,2027-08-09,Fernanda,São Paulo,-23.55052,-46.633308,17.68,6152.64,4154.8
Trigo,73,89,2027-08-10,Carlos,Recife,-8.04756,-34.877,1.42,126.38,103.66
Cana-de-açúcar,734,734,2027-08-11,Carlos,Belo Horizonte,-19.924502,-43.935237,1.28,939.52,939.52
Cana-de-açúcar,738,54,2027-08-12,Maria,São Paulo,-23.55052,-46.633308,1.28,69.12,944.64
Algodão,363,169,2027-08-13,Ana,Manaus,-3.10194,-60.025,17.68,2987.92,6417.84
Soja,1,1,2027-08-14,Desconhecido,Belo Horizonte,-19.924502,-43.935237,2.33,2.33,2.33
Algodão,506,271,2027-08-15,Pedro,Rio de Janeiro,-22.906847,-43.172896,17.68,4791.28,8946.08
Trigo,914,91,2027-08-16,Ana,Brasília,-15.794229,-47.882166,1.42,129.22,1297.88
Cana-de-açúcar,343,277,2027-08-17,Ricardo,Salvador,-12.971399,-38.501305,1.28,354.56,439.04
Arroz,85,85,2027-08-18,Desconhecido,Manaus,-3.10194,-60.025,1.56,132.6,132.6
Trigo,134,191,2027-08-19,João,Manaus,-3.10194,-60.025,1.42,271.22,190.28
Algodão,71,71,2027-08-20,Desconhecido,Salvador,-12.971399,-38.501305,17.68,1255.28,1255.28
Cana-de-açúcar,928,447,2027-08-21,Carlos,Fortaleza,-3.71722,-38.5434,1.28,572.16,1187.84
Soja,423,125,2027-08-22,João,Porto Alegre,-30.034647,-51.217658,2.33,291.25,985.59
Arroz,537,63,2027-08-23,João,Recife,-8.04756,-34.877,1.56,98.28,837.72
Milho,280,237,2027-08-24,Carlos,São Paulo,-23.55052,-46.633308,1.09,258.33000000000004,305.20000000000005
Algodão,396,128,2027-08-25,João,Curitiba,-25.428954,-49.267137,17.68,2263.04,7001.28
Arroz,678,230,2027-08-26,Pedro,Brasília,-15.794229,-47.882166,1.56,358.8,1057.68
Soja,316,280,2027-08-27,Ana,Fortaleza,-3.71722,-38.5434,2.33,652.4,736.28
Milho,392,265,2027-08-28,Maria,Manaus,-3.10194,-60.025,1.09,288.85,427.28
Trigo,613,336,2027-08-29,Ana,Salvador,-12.971399,-38.501305,1.42,477.12,870.4599999999999
Trigo,204,175,2027-08-30,Pedro,Salvador,-12.971399,-38.501305,1.42,248.5,289.68
Milho,325,325,2027-08-31,Ricardo,Manaus,-3.10194,-60.025,1.09,354.25,354.25
Soja,479,479,2027-09-01,Maria,Recife,-8.04756,-34.877,2.33,1116.07,1116.07
Arroz,435,35,2027-09-02,Patrícia,Brasília,-15.794229,-47.882166,1.56,54.6,678.6
Soja,210,111,2027-09-03,Carlos,Belo Horizonte,-19.924502,-43.935237,2.33,258.63,489.3
Cana-de-açúcar,776,425,2027-09-04,Ana,Rio de Janeiro,-22.906847,-43.172896,1.28,544.0,993.28
Café,962,266,2027-09-05,Desconhecido,Rio de Janeiro,-22.906847,-43.172896,38.57,10259.62,37104.34
Milho,105,155,2027-09-06,Carlos,São Paulo,-23.55052,-46.633308,1.09,168.95000000000002,114.45
Milho,639,108,2027-09-07,Patrícia,Recife,-8.04756,-34.877,1.09,117.72,696.5100000000001
Trigo,683,87,2027-09-08,Ricardo,Curitiba,-25.428954,-49.267137,1.42,123.54,969.86
Trigo,992,992,2027-09-09,Carlos,Belo Horizonte,-19.924502,-43.935237,1.42,1408.64,1408.64
Café,845,171,2027-09-10,Ricardo,Manaus,-3.10194,-60.025,38.57,6595.47,32591.65
Café,773,85,2027-09-11,Pedro,São Paulo,-23.55052,-46.633308,38.57,3278.45,29814.61
Algodão,770,34,2027-09-12,Desconhecido,Salvador,-12.971399,-38.501305,17.68,601.12,13613.6
Cana-de-açúcar,102,314,2027-09-13,Patrícia,Belo Horizonte,-19.924502,-43.935237,1.28,401.92,130.56
Café,506,18,2027-09-14,Maria,São Paulo,-23.55052,-46.633308,38.57,694.26,19516.42
Café,463,147,2027-09-15,Pedro,Curitiba,-25.428954,-49.267137,38.57,5669.79,17857.91
Soja,787,72,2027-09-16,João,Salvador,-12.971399,-38.501305,2.33,167.76,1833.71
Cana-de-açúcar,918,242,2027-09-17,Pedro,Recife,-8.04756,-34.877,1.28,309.76,1175.04
Café,96,112,2027-09-18,Maria,Manaus,-3.10194,-60.025,38.57,4319.84,3702.72
Cana-de-açúcar,858,338,2027-09-19,Fernanda,Recife,-8.04756,-34.877,1.28,432.64,1098.24
Milho,807,36,2027-09-20,Ricardo,Manaus,-3.10194,-60.025,1.09,39.24,879.6300000000001
Milho,512,415,2027-09-21,João,São Paulo,-23.55052,-46.633308,1.09,452.35,558.08
Café,204,107,2027-09-22,Pedro,Salvador,-12.971399,-38.501305,38.57,4126.99,7868.28
Algodão,20,20,2027-09-23,Maria,Brasília,-15.794229,-47.882166,17.68,353.6,353.6
Arroz,747,747,2027-09-24,Carlos,Rio de Janeiro,-22.906847,-43.172896,1.56,1165.32,1165.32
Cana-de-açúcar,836,166,2027-09-25,João,São Paulo,-23.55052,-46.633308,1.28,212.48,1070.08
Trigo,724,373,2027-09-26,João,Fortaleza,-3.71722,-38.5434,1.42,529.66,1028.08
Soja,719,242,2027-09-27,Ana,Rio de Janeiro,-22.906847,-43.172896,2.33,563.86,1675.27
Arroz,916,364,2027-09-28,Ricardo,Salvador,-12.971399,-38.501305,1.56,567.84,1428.96
Cana-de-açúcar,900,204,2027-09-29,Fernanda,Curitiba,-25.428954,-49.267137,1.28,261.12,1152.0
Soja,990,86,2027-09-30,João,Recife,-8.04756,-34.877,2.33,200.38,2306.7000000000003
Cana-de-açúcar,376,229,2027-10-01,Patrícia,São Paulo,-23.55052,-46.633308,1.28,293.12,481.28
Café,956,27,2027-10-02,Desconhecido,Salvador,-12.971399,-38.501305,38.57,1041.39,36872.92
Café,172,172,2027-10-03,Maria,Manaus,-3.10194,-60.025,38.57,6634.04,6634.04
Milho,376,164,2027-10-04,Ana,Porto Alegre,-30.034647,-51.217658,1.09,178.76000000000002,409.84
Milho,663,384,2027-10-05,Carlos,Recife,-8.04756,-34.877,1.09,418.56000000000006,722.6700000000001
Milho,110,408,2027-10-06,Ricardo,Fortaleza,-3.71722,-38.5434,1.09,444.72,119.9
Café,93,321,2027-10-07,Carlos,Rio de Janeiro,-22.906847,-43.172896,38.57,12380.97,3587.01
Arroz,864,136,2027-10-08,Patrícia,Porto Alegre,-30.034647,-51.217658,1.56,212.16,1347.84
Algodão,57,353,2027-10-09,Patrícia,São Paulo,-23.55052,-46.633308,17.68,6241.04,1007.76
Trigo,74,92,2027-10-10,João,São Paulo,-23.55052,-46.633308,1.42,130.64,105.08
Café,76,236,2027-10-11,Ricardo,São Paulo,-23.55052,-46.633308,38.57,9102.52,2931.32
Algodão,45,447,2027-10-12,João,São Paulo,-23.55052,-46.633308,17.68,7902.96,795.6
Milho,153,249,2027-10-13,Fernanda,Brasília,-15.794229,-47.882166,1.09,271.41,166.77
Café,466,313,2027-10-14,Ricardo,São Paulo,-23.55052,-46.633308,38.57,12072.41,17973.62
Arroz,867,239,2027-10-15,Maria,Curitiba,-25.428954,-49.267137,1.56,372.84,1352.52
Trigo,931,194,2027-10-16,Carlos,Manaus,-3.10194,-60.025,1.42,275.48,1322.02
Algodão,896,415,2027-10-17,Maria,Salvador,-12.971399,-38.501305,17.68,7337.2,15841.28
Cana-de-açúcar,17,78,2027-10-18,Maria,Manaus,-3.10194,-60.025,1.28,99.84,21.76
Café,306,71,2027-10-19,Patrícia,Curitiba,-25.428954,-49.267137,38.57,2738.47,11802.42
Algodão,307,339,2027-10-20,João,Rio de Janeiro,-22.906847,-43.172896,17.68,5993.52,5427.76
Algodão,556,6,2027-10-21,Ana,Curitiba,-25.428954,-49.267137,17.68,106.08,9830.08
Milho,442,27,2027-10-22,Patrícia,Salvador,-12.971399,-38.501305,1.09,29.430000000000003,481.78
Algodão,827,121,2027-10-23,Carlos,Fortaleza,-3.71722,-38.5434,17.68,2139.28,14621.36
Algodão,588,194,2027-10-24,Maria,Rio de Janeiro,-22.906847,-43.172896,17.68,3429.92,10395.84
Cana-de-açúcar,896,212,2027-10-25,Pedro,São Paulo,-23.55052,-46.633308,1.28,271.36,1146.88
Cana-de-açúcar,488,189,2027-10-26,Ana,Curitiba,-25.428954,-49.267137,1.28,241.92,624.64
Milho,217,424,2027-10-27,João,Manaus,-3.10194,-60.025,1.09,462.16,236.53000000000003
Trigo,591,448,2027-10-28,Desconhecido,Curitiba,-25.428954,-49.267137,1.42,636.16,839.2199999999999
Trigo,334,334,2027-10-29,Carlos,Belo Horizonte,-19.924502,-43.935237,1.42,474.28,474.28
Soja,139,231,2027-10-30,Fernanda,Curitiba,-25.428954,-49.267137,2.33,538.23,323.87
Café,712,416,2027-10-31,Ricardo,Curitiba,-25.428954,-49.267137,38.57,16045.12,27461.84
Cana-de-açúcar,199,278,2027-11-01,Carlos,Porto Alegre,-30.034647,-51.217658,1.28,355.84000000000003,254.72
Trigo,687,81,2027-11-02,João,Curitiba,-25.428954,-49.267137,1.42,115.02,975.54
Algodão,945,266,2027-11-03,Ricardo,Rio de Janeiro,-22.906847,-43.172896,17.68,4702.88,16707.6
Soja,235,435,2027-11-04,Patrícia,Recife,-8.04756,-34.877,2.33,1013.55,547.5500000000001
Algodão,423,426,2027-11-05,Pedro,São Paulo,-23.55052,-46.633308,17.68,7531.68,7478.64
Cana-de-açúcar,709,214,2027-11-06,Fernanda,Fortaleza,-3.71722,-38.5434,1.28,273.92,907.52
Trigo,4,329,2027-11-07,Fernanda,Belo Horizonte,-19.924502,-43.935237,1.42,467.18,5.68
Trigo,574,458,2027-11-07,Pedro,Curitiba,-25.428954,-49.267137,1.42,650.36,815.0799999999999
Cana-de-açúcar,746,402,2027-11-09,Fernanda,Rio de Janeiro,-22.906847,-43.172896,1.28,514.5600000000001,954.88
Cana-de-açúcar,241,116,2027-11-10,Ana,Fortaleza,-3.71722,-38.5434,1.28,148.48,308.48
Café,944,152,2027-11-11,João,Salvador,-12.971399,-38.501305,38.57,5862.64,36410.08
Cana-de-açúcar,140,484,2027-11-12,Fernanda,São Paulo,-23.55052,-46.633308,1.28,619.52,179.20000000000002
Soja,385,5,2027-11-13,Ricardo,Rio de Janeiro,-22.906847,-43.172896,2.33,11.65,897.0500000000001
Café,794,224,2027-11-14,Patrícia,Recife,-8.04756,-34.877,38.57,8639.68,30624.58
Arroz,115,31,2027-11-15,Ana,São Paulo,-23.55052,-46.633308,1.56,48.36,179.4
Soja,783,220,2027-11-16,Fernanda,Salvador,-12.971399,-38.501305,2.33,512.6,1824.39
Arroz,180,119,2027-11-17,Fernanda,Manaus,-3.10194,-60.025,1.56,185.64,280.8
Trigo,653,64,2027-11-18,João,Recife,-8.04756,-34.877,1.42,90.88,927.26
Soja,945,2,2027-11-19,Carlos,Salvador,-12.971399,-38.501305,2.33,4.66,2201.85
Soja,504,165,2027-11-20,Ana,Belo Horizonte,-19.924502,-43.935237,2.33,384.45,1174.32
Algodão,190,458,2027-11-21,Ricardo,Salvador,-12.971399,-38.501305,17.68,8097.44,3359.2
Milho,699,23,2027-11-22,Pedro,Brasília,-15.794229,-47.882166,1.09,25.07,761.9100000000001
Café,671,386,2027-11-23,Pedro,Brasília,-15.794229,-47.882166,38.57,14888.02,25880.47
Milho,720,90,2027-11-24,Ana,Curitiba,-25.428954,-49.267137,1.09,98.1,784.8000000000001
Soja,485,148,2027-11-25,João,Rio de Janeiro,-22.906847,-43.172896,2.33,344.84000000000003,1130.05
Trigo,48,129,2027-11-26,Carlos,São Paulo,-23.55052,-46.633308,1.42,183.18,68.16
Cana-de-açúcar,462,159,2027-11-27,Pedro,Fortaleza,-3.71722,-38.5434,1.28,203.52,591.36
Soja,902,252,2027-11-28,Maria,Salvador,-12.971399,-38.501305,2.33,587.16,2101.66
Trigo,469,215,2027-11-29,Fernanda,Porto Alegre,-30.034647,-51.217658,1.42,305.3,665.98
Arroz,147,486,2027-11-30,Ricardo,Fortaleza,-3.71722,-38.5434,1.56,758.1600000000001,229.32
Algodão,350,341,2027-12-01,Patrícia,Curitiba,-25.428954,-49.267137,17.68,6028.88,6188.0
Algodão,97,97,2027-12-02,Ana,Belo Horizonte,-19.924502,-43.935237,17.68,1714.96,1714.96
Milho,168,493,2027-12-03,Patrícia,Rio de Janeiro,-22.906847,-43.172896,1.09,537.37,183.12
Soja,83,488,2027-12-04,Patrícia,Belo Horizonte,-19.924502,-43.935237,2.33,1137.04,193.39
Arroz,807,354,2027-12-05,Ricardo,Fortaleza,-3.71722,-38.5434,1.56,552.24,1258.92
Arroz,532,189,2027-12-06,Desconhecido,Salvador,-12.971399,-38.501305,1.56,294.84000000000003,829.9200000000001
Café,911,378,2027-12-07,Patrícia,Belo Horizonte,-19.924502,-43.935237,38.57,14579.46,35137.27
Trigo,638,43,2027-12-08,Pedro,Fortaleza,-3.71722,-38.5434,1.42,61.06,905.96
Trigo,906,182,2027-12-09,Carlos,São Paulo,-23.55052,-46.633308,1.42,258.44,1286.52
Arroz,537,537,2027-12-10,João,Porto Alegre,-30.034647,-51.217658,1.56,837.72,837.72
Cana-de-açúcar,848,197,2027-12-11,Carlos,Brasília,-15.794229,-47.882166,1.28,252.16,1085.44
Arroz,410,349,2027-12-12,Pedro,Fortaleza,-3.71722,-38.5434,1.56,544.44,639.6
Soja,825,332,2027-12-13,Ana,Recife,-8.04756,-34.877,2.33,773.5600000000001,1922.25
Milho,507,507,2027-12-14,Ricardo,Brasília,-15.794229,-47.882166,1.09,552.63,552.63
Arroz,320,175,2027-12-15,Fernanda,Recife,-8.04756,-34.877,1.56,273.0,499.2000000000001
Cana-de-açúcar,400,400,2027-12-16,Fernanda,Fortaleza,-3.71722,-38.5434,1.28,512.0,512.0
Cana-de-açúcar,309,29,2027-12-17,Patrícia,Manaus,-3.10194,-60.025,1.28,37.12,395.52
Trigo,359,419,2027-12-18,Ana,Salvador,-12.971399,-38.501305,1.42,594.98,509.78
Soja,419,460,2027-12-19,Desconhecido,Curitiba,-25.428954,-49.267137,2.33,1071.8,976.27
Café,23,4,2027-12-20,Carlos,Belo Horizonte,-19.924502,-43.935237,38.57,154.28,887.11
Trigo,259,121,2027-12-21,João,Brasília,-15.794229,-47.882166,1.42,171.82,367.78
Milho,776,479,2027-12-22,Maria,Salvador,-12.971399,-38.501305,1.09,522.11,845.84
Soja,711,31,2027-12-23,Carlos,Fortaleza,-3.71722,-38.5434,2.33,72.23,1656.63
Algodão,557,440,2027-12-24,João,Rio de Janeiro,-22.906847,-43.172896,17.68,7779.2,9847.76
Trigo,613,73,2027-12-25,Pedro,Rio de Janeiro,-22.906847,-43.172896,1.42,103.66,870.4599999999999
Soja,796,314,2027-12-26,Patrícia,Salvador,-12.971399,-38.501305,2.33,731.62,1854.68
Soja,715,284,2027-12-27,Pedro,Rio de Janeiro,-22.906847,-43.172896,2.33,661.72,1665.95
Café,398,398,2027-12-28,Maria,Brasília,-15.794229,-47.882166,38.57,15350.86,15350.86
Cana-de-açúcar,261,330,2027-12-29,Patrícia,Brasília,-15.794229,-47.882166,1.28,422.4,334.08
Cana-de-açúcar,561,48,2027-12-30,Ana,Manaus,-3.10194,-60.025,1.28,61.44,718.08
Soja,265,265,2027-12-31,Pedro,Rio de Janeiro,-22.906847,-43.172896,2.33,617.45,617.45
Algodão,521,445,2028-01-01,João,Porto Alegre,-30.034647,-51.217658,17.68,7867.599999999999,9211.28
Algodão,62,241,2028-01-02,Ana,São Paulo,-23.55052,-46.633308,17.68,4260.88,1096.16
Algodão,349,246,2028-01-03,Carlos,Belo Horizonte,-19.924502,-43.935237,17.68,4349.28,6170.32
Milho,329,418,2028-01-04,Ricardo,Curitiba,-25.428954,-49.267137,1.09,455.62000000000006,358.61
Café,439,11,2028-01-05,Carlos,Porto Alegre,-30.034647,-51.217658,38.57,424.27,16932.23
Milho,933,933,2028-01-06,Carlos,Salvador,-12.971399,-38.501305,1.09,1016.97,1016.97
Café,39,27,2028-01-07,Ricardo,Rio de Janeiro,-22.906847,-43.172896,38.57,1041.39,1504.23
Café,314,191,2028-01-08,Ricardo,Porto Alegre,-30.034647,-51.217658,38.57,7366.87,12110.98
Arroz,215,55,2028-01-09,Pedro,Brasília,-15.794229,-47.882166,1.56,85.8,335.40000000000003
Cana-de-açúcar,288,211,2028-01-10,Desconhecido,São Paulo,-23.55052,-46.633308,1.28,270.08,368.64
Milho,906,59,2028-01-11,Pedro,Curitiba,-25.428954,-49.267137,1.09,64.31,987.54
Trigo,338,91,2028-01-12,Pedro,Brasília,-15.794229,-47.882166,1.42,129.22,479.96
Milho,505,270,2028-01-13,Maria,Salvador,-12.971399,-38.501305,1.09,294.3,550.45
Cana-de-açúcar,315,408,2028-01-14,Pedro,Rio de Janeiro,-22.906847,-43.172896,1.28,522.24,403.2
Café,808,418,2028-01-15,Fernanda,Recife,-8.04756,-34.877,38.57,16122.26,31164.56
Cana-de-açúcar,766,388,2028-01-16,Desconhecido,Fortaleza,-3.71722,-38.5434,1.28,496.64,980.48
Café,212,150,2028-01-17,Carlos,Brasília,-15.794229,-47.882166,38.57,5785.5,8176.84
Trigo,714,476,2028-01-18,Maria,Fortaleza,-3.71722,-38.5434,1.42,675.92,1013.88
Cana-de-açúcar,609,118,2028-01-19,João,São Paulo,-23.55052,-46.633308,1.28,151.04,779.52
Algodão,31,391,2028-01-20,Ana,Belo Horizonte,-19.924502,-43.935237,17.68,6912.88,548.08
Café,322,33,2028-01-21,Carlos,São Paulo,-23.55052,-46.633308,38.57,1272.81,12419.54
Trigo,14,14,2028-01-22,João,Porto Alegre,-30.034647,-51.217658,1.42,19.88,19.88
Trigo,738,290,2028-01-23,Fernanda,Recife,-8.04756,-34.877,1.42,411.8,1047.96
Algodão,189,376,2028-01-24,Ricardo,São Paulo,-23.55052,-46.633308,17.68,6647.68,3341.52
Cana-de-açúcar,229,162,2028-01-25,Carlos,Brasília,-15.794229,-47.882166,1.28,207.36,293.12
Soja,817,210,2028-01-26,Pedro,Brasília,-15.794229,-47.882166,2.33,489.3,1903.61
Arroz,726,59,2028-01-27,Desconhecido,Recife,-8.04756,-34.877,1.56,92.04,1132.56
Algodão,30,413,2028-01-28,Carlos,Salvador,-12.971399,-38.501305,17.68,7301.84,530.4
Trigo,12,409,2028-01-29,Desconhecido,São Paulo,-23.55052,-46.633308,1.42,580.78,17.04
Algodão,825,162,2028-01-30,Ricardo,Porto Alegre,-30.034647,-51.217658,17.68,2864.16,14586.0
Soja,556,27,2028-01-31,Maria,Recife,-8.04756,-34.877,2.33,62.91,1295.48
Soja,981,478,2028-02-01,Ricardo,Salvador,-12.971399,-38.501305,2.33,1113.74,2285.73
Café,608,434,2028-02-02,Patrícia,Manaus,-3.10194,-60.025,38.57,16739.38,23450.56
Soja,142,371,2028-02-03,Carlos,Manaus,-3.10194,-60.025,2.33,864.4300000000001,330.86
Café,750,17,2028-02-04,Ricardo,Brasília,-15.794229,-47.882166,38.57,655.69,28927.5
Soja,640,232,2028-02-05,Ana,Recife,-8.04756,-34.877,2.33,540.5600000000001,1491.2
Soja,824,116,2028-02-06,Patrícia,Salvador,-12.971399,-38.501305,2.33,270.28000000000003,1919.92
Arroz,463,409,2028-02-07,Maria,Curitiba,-25.428954,-49.267137,1.56,638.0400000000001,722.28
Arroz,836,187,2028-02-08,Carlos,Rio de Janeiro,-22.906847,-43.172896,1.56,291.72,1304.16
Trigo,247,231,2028-02-09,Carlos,Rio de Janeiro,-22.906847,-43.172896,1.42,328.02,350.74
Soja,424,182,2028-02-10,Ricardo,Salvador,-12.971399,-38.501305,2.33,424.06,987.92
Arroz,531,209,2028-02-11,Maria,Fortaleza,-3.71722,-38.5434,1.56,326.04,828.36
Arroz,774,372,2028-02-12,Fernanda,Recife,-8.04756,-34.877,1.56,580.32,1207.44
Café,81,81,2028-02-13,Fernanda,Rio de Janeiro,-22.906847,-43.172896,38.57,3124.17,3124.17
Café,815,79,2028-02-14,Carlos,Recife,-8.04756,-34.877,38.57,3047.03,31434.55
Algodão,382,60,2028-02-15,Carlos,Curitiba,-25.428954,-49.267137,17.68,1060.8,6753.76
Cana-de-açúcar,538,290,2028-02-16,Pedro,Belo Horizonte,-19.924502,-43.935237,1.28,371.2,688.64
Arroz,664,262,2028-02-17,Carlos,Curitiba,-25.428954,-49.267137,1.56,408.72,1035.84
Arroz,85,482,2028-02-18,João,Salvador,-12.971399,-38.501305,1.56,751.9200000000001,132.6
Arroz,914,424,2028-02-19,Ana,Salvador,-12.971399,-38.501305,1.56,661.44,1425.84
Algodão,329,137,2028-02-20,Patrícia,Fortaleza,-3.71722,-38.5434,17.68,2422.16,5816.72
Soja,720,254,2028-02-21,Ricardo,Rio de Janeiro,-22.906847,-43.172896,2.33,591.82,1677.6
Café,617,84,2028-02-22,Pedro,Brasília,-15.794229,-47.882166,38.57,3239.88,23797.69
Arroz,231,231,2028-02-23,Carlos,São Paulo,-23.55052,-46.633308,1.56,360.36,360.36
Algodão,522,268,2028-02-24,Maria,Recife,-8.04756,-34.877,17.68,4738.24,9228.96
Café,683,465,2028-02-25,Maria,Fortaleza,-3.71722,-38.5434,38.57,17935.05,26343.31
Soja,1,1,2028-02-26,Fernanda,Curitiba,-25.428954,-49.267137,2.33,2.33,2.33
Café,298,440,2028-02-26,Fernanda,São Paulo,-23.55052,-46.633308,38.57,16970.8,11493.86
Café,857,93,2028-02-28,Ricardo,Recife,-8.04756,-34.877,38.57,3587.01,33054.49
Cana-de-açúcar,19,235,2028-02-29,Maria,Belo Horizonte,-19.924502,-43.935237,1.28,300.8,24.32
Cana-de-açúcar,375,86,2028-03-01,Ricardo,São Paulo,-23.55052,-46.633308,1.28,110.08,480.0
Milho,89,89,2028-03-02,Desconhecido,Rio de Janeiro,-22.906847,-43.172896,1.09,97.01,97.01
Arroz,319,319,2028-03-03,Ana,Manaus,-3.10194,-60.025,1.56,497.64,497.64
Milho,766,329,2028-03-04,Ricardo,Fortaleza,-3.71722,-38.5434,1.09,358.61,834.94
Algodão,923,491,2028-03-05,João,Recife,-8.04756,-34.877,17.68,8680.88,16318.64
Café,687,11,2028-03-06,Carlos,Brasília,-15.794229,-47.882166,38.57,424.27,26497.59
Arroz,396,307,2028-03-07,Ana,Fortaleza,-3.71722,-38.5434,1.56,478.92,617.76
Milho,911,8,2028-03-08,Patrícia,Recife,-8.04756,-34.877,1.09,8.72,992.99
Soja,103,103,2028-03-09,Patrícia,Recife,-8.04756,-34.877,2.33,239.99,239.99
Milho,883,179,2028-03-10,Fernanda,Fortaleza,-3.71722,-38.5434,1.09,195.11,962.47
Café,653,653,2028-03-11,João,Porto Alegre,-30.034647,-51.217658,38.57,25186.21,25186.21
Milho,59,374,2028-03-12,João,Porto Alegre,-30.034647,-51.217658,1.09,407.66,64.31
Milho,963,80,2028-03-13,Ricardo,Salvador,-12.971399,-38.501305,1.09,87.2,1049.67
Soja,978,65,2028-03-14,Pedro,Curitiba,-25.428954,-49.267137,2.33,151.45000000000002,2278.74
Cana-de-açúcar,695,180,2028-03-15,Ricardo,Curitiba,-25.428954,-49.267137,1.28,230.4,889.6
Cana-de-açúcar,33,290,2028-03-16,Fernanda,Brasília,-15.794229,-47.882166,1.28,371.2,42.24
Trigo,579,141,2028-03-17,Maria,Manaus,-3.10194,-60.025,1.42,200.22,822.18
Cana-de-açúcar,829,20,2028-03-18,Maria,Manaus,-3.10194,-60.025,1.28,25.6,1061.12
Milho,552,142,2028-03-19,Ricardo,Porto Alegre,-30.034647,-51.217658,1.09,154.78,601.6800000000001
Algodão,243,243,2028-03-20,Ana,Rio de Janeiro,-22.906847,-43.172896,17.68,4296.24,4296.24
Algodão,216,432,2028-03-21,Maria,Porto Alegre,-30.034647,-51.217658,17.68,7637.76,3818.88
Algodão,484,177,2028-03-22,Pedro,Fortaleza,-3.71722,-38.5434,17.68,3129.36,8557.119999999999
Algodão,245,100,2028-03-23,Patrícia,Rio de Janeiro,-22.906847,-43.172896,17.68,1768.0,4331.6
Algodão,404,225,2028-03-24,João,São Paulo,-23.55052,-46.633308,17.68,3978.0,7142.72
Café,705,116,2028-03-25,Pedro,Rio de Janeiro,-22.906847,-43.172896,38.57,4474.12,27191.85
Trigo,312,267,2028-03-26,João,Belo Horizonte,-19.924502,-43.935237,1.42,379.14,443.04
Arroz,492,492,2028-03-27,Maria,Fortaleza,-3.71722,-38.5434,1.56,767.52,767.52
Café,372,372,2028-03-28,Pedro,Brasília,-15.794229,-47.882166,38.57,14348.04,14348.04
Soja,609,328,2028-03-29,Ana,Belo Horizonte,-19.924502,-43.935237,2.33,764.24,1418.97
Algodão,610,296,2028-03-30,Patrícia,Salvador,-12.971399,-38.501305,17.68,5233.28,10784.8
Milho,91,263,2028-03-31,Carlos,Belo Horizonte,-19.924502,-43.935237,1.09,286.67,99.19
Arroz,968,404,2028-04-01,Ricardo,Belo Horizonte,-19.924502,-43.935237,1.56,630.24,1510.0800000000002
Arroz,296,236,2028-04-02,Carlos,Brasília,-15.794229,-47.882166,1.56,368.16,461.76
Algodão,609,250,2028-04-03,Pedro,Recife,-8.04756,-34.877,17.68,4420.0,10767.12
Milho,884,86,2028-04-04,Maria,Belo Horizonte,-19.924502,-43.935237,1.09,93.74,963.56
Trigo,266,266,2028-04-05,João,Manaus,-3.10194,-60.025,1.42,377.72,377.72
Arroz,408,206,2028-04-06,Pedro,Curitiba,-25.428954,-49.267137,1.56,321.36,636.48
Milho,118,420,2028-04-07,Fernanda,Porto Alegre,-30.034647,-51.217658,1.09,457.8,128.62
Café,466,32,2028-04-08,Pedro,Belo Horizonte,-19.924502,-43.935237,38.57,1234.24,17973.62
Soja,244,485,2028-04-09,Maria,Porto Alegre,-30.034647,-51.217658,2.33,1130.05,568.52
Cana-de-açúcar,975,155,2028-04-10,Ana,Recife,-8.04756,-34.877,1.28,198.4,1248.0
Soja,579,213,2028-04-11,Pedro,Belo Horizonte,-19.924502,-43.935237,2.33,496.29,1349.07
Milho,382,340,2028-04-12,Fernanda,Rio de Janeiro,-22.906847,-43.172896,1.09,370.6,416.38000000000005
Arroz,219,221,2028-04-13,Patrícia,Manaus,-3.10194,-60.025,1.56,344.76,341.64
Café,554,355,2028-04-14,Patrícia,Salvador,-12.971399,-38.501305,38.57,13692.35,21367.78
Arroz,992,402,2028-04-15,Ricardo,Brasília,-15.794229,-47.882166,1.56,627.12,1547.52
Soja,493,493,2028-04-16,Fernanda,Recife,-8.04756,-34.877,2.33,1148.69,1148.69
Trigo,474,121,2028-04-17,Maria,Curitiba,-25.428954,-49.267137,1.42,171.82,673.0799999999999
Trigo,107,321,2028-04-18,Patrícia,Rio de Janeiro,-22.906847,-43.172896,1.42,455.82,151.94
Soja,602,398,2028-04-19,Carlos,Recife,-8.04756,-34.877,2.33,927.34,1402.66
Soja,486,213,2028-04-20,Ana,Fortaleza,-3.71722,-38.5434,2.33,496.29,1132.38
Trigo,126,479,2028-04-21,Ricardo,Salvador,-12.971399,-38.501305,1.42,680.18,178.92
